name,image,class,subclass,tags,durability,strength,range,arrows,defense,defense_upgrade_lvl1,defense_upgrade_lvl2,defense_upgrade_lvl3,defense_upgrade_lvl4,bonus,description,selling_price,bonus_set,upgrade_1,upgrade_2,upgrade_3,upgrade_4,armor_upgrade,where_to_find,notes
Topaz Earrings,BotW_Topaz_Earrings_Icon.png?version=c44a6ed9fa6c0421234d6a360a5866af (https://v5.airtableusercontent.com/v1/18/18/1686708000000/_2Ygs38xgNoZ3MJuKVGB6w/Y7birUIQoO9IGXeHNOwS1p6tlWGf2t85ki4aFQQrjYnGFaKBGVIUHHA73xjPs3OpEgk6E_BmayKhiBmkdpp0VTagJMm4SxADDR62Nb-3PZfLBfTaLJjXktVKCzRnHAkA/jZ7pmsvKFGLM_AcST_sejJ0xwfOHDNvSM6msAkV5cHg),Armor,Head,,,,,,3,5,8,12,18,Shock Resist,"Earrings made by Gerudo craft workers. They're made with topaz, a gem that harnesses the power of lightning to increase electricity resistance.",100,,"Topaz x2, Flint x3","Topaz x4, Flint x3","Topaz x6, Star Fragment x1","Topaz x10, Star Fragment x1","Star Fragment,Topaz,Flint",Gerudo Secret Club,
Zora Helm,BotW_Zora_Helm_Icon.png?version=86503c4ddb73ef544f8bfe98168487d1 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/xEeew8xya7v448AlLR2E4A/9lL5Jgtc14w6ACTRv6ibA8FiGjZMDZTTryE_rq2KFZLPb0ULN4lveyu1xb3oNbb9eo_rU2CNxwQa2DXyN19G9dzTxGPz75rsPKY94cce0Wq46WrYWQRbxpvDTqoVeCnu/NpB4dp8oxNH4OhXmNVLZ5s4WShCurxEHN1kWYVSvx5I),Armor,Head,,,,,,3,5,8,12,20,Swim Speed,Zora headgear made from dragon scales. Increases swimming speed and allows you to use Spin Attack.,,Swim Dash Stamina,Lizalfos Horn x3,"Lizalfos Talon x5, Hyrule Bass x5","Lizalfos Tail x5, Hearty Bass x5","Lizalfos Tail x10, Opal x15","Lizalfos Horn,Lizalfos Talon,Hyrule Bass,Lizalfos Tail,Hearty Bass,Opal",Chest in Toto Lake,
Ancient Greaves,BotW_Ancient_Greaves_Icon.png?version=81451c77a188d32e92657a1319274e42 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/8yXAZomFw6zlHzilH8k5aA/Bd-1xXXN3rGKLEc5zQ0MaqLhdAIzygPu-NwF2eD9YTNrQNqskeyC-7-B6OibmxJotWLU1INgb7cvgUf2dvapbj5AKCjY5o8nR7hbHWch3z-0L2jxa06BRvXuGh6IXf-l/fN5Mf8wbKCtLS9EEaTwjq4R2sTIiaSWLYMWY9hoKr2w),Armor,Leg,,,,,,4,7,12,18,28,Guardian Resist,Robbie engineered these greaves at the research institute using the same technology found in Guardian automata. They reduce damage from ancient weaponry.,125,Ancient Proficiency,"Ancient Screw x5, Ancient Spring x5","Ancient Spring x15, Ancient Gear x10","Ancient Shaft x15, Ancient Core x5","Star Fragment x1, Ancient Core x2","Ancient Screw,Ancient Spring",Akkala Ancient Tech Lab,
Barbarian Leg Wraps,BotW_Barbarian_Leg_Wraps_Icon.png?version=074669c287e6224597282b04d426d3de (https://v5.airtableusercontent.com/v1/18/18/1686708000000/Ng3VPZr9QsxHv6723n1L5g/lGHZeyxxhu-rYtQk2g8M0RvEsIMi6zxOLRashBGACIJb4hcnDQ9J8Nihd-2_SiwhmH9b50bdOEB5l2IRJd5IYjIajGuoVMsTp-B5RszBg8hLN61cGM1E0EqgaqiNXnMM/t8dm9dt-BKlwWielngdniK9VajB-UktJ5hbz28oS7eM),Armor,Leg,,,,,,3,4,8,12,20,Attack,These leg wraps were favored by a warlike tribe from the Faron region long ago. They're adorned with traditional markings that bolster your fighting spirit to raise your attack power.,600,Charge Attack Stamina,Lynel Horn x1,"Lynel Horn x3, Lynel Hoof x2","Lynel Hoof x4, Lynel Guts x1","Lynel Guts x2, Shard of Dinraal's Horn x1","Lynel Horn,Lynel Guts,Lynel Hoof,Shard of Dinraal's Horn",Shrine - Tu Ka'loh,
Climbing Boots,BotW_Climbing_Boots_Icon.png?version=a112ef4ea1f0ed70a8a279ebb9f1f348 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/54DrnyWY5C44PNtZ5Z6EYA/oLf-3tXMS5WtWleMPyoi4OaxaU1wd1_ZzZlLTfo3Ew1tr1qYYIu9MYZEJffEHXRTqAoT7hIaSkS0FQxyHE6Nmk4wH4ejcKlWccrK_oROWTuJ_i9Vf1LlAH8GyFkkBhgk/RQcDBNANYIorETlOlpfiBAcqOqLinlLYp_1ZTp3igdE),Armor,Leg,,,,,,3,5,8,12,20,Climb Speed,These rock-climbing boots have special no-slip toes that help you cling to walls. This ancient technology facilitates more nimble climbing.,600,Climb Stamina,"Keese Wing x3, Rushroom x3","Electric Keese Wing x5, Hightail Lizard x5","Ice Keese Wing x5, Hot-Footed Frog x10","Fire Keese Wing x5, Swift Violet x15","Keese Wing,Rushroom,Electric Keese Wing,Hightail Lizard,Ice Keese Wing,Hot-Footed Frog,Fire Keese Wing,Swift Violet",Shrine - Tahno O'ah,
Dark Trousers,BotW_Dark_Trousers_Icon.png?version=d9da0a4c7dbf186d0e3046cb5cae0d67 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/X0JFRR_6PCxL45OT34Ui2g/6Ad5skhtKRggc7j-5prMOILsCeuxu5iGCumoT29Tc_E2I4KXWxXdCtDbNA93L_pmEoq28WtYdsZlPKgzv0PrUbV97gBZkVELAP4z0IwBKYQ0r0ik5Ijq3ah-S9ODTmmk/InZtDumzRZYW2tnGlhnW8_EPvASEVTJoN77JrZyBFMk),Armor,Leg,,,,,,3,,,,,,"The result of Kilton's research into monsters. Looks like your average leg wear at first, but these were created based on the image of a monster born of darkness.",9,Night Speed,,,,,,Kilton's Shop,
Desert Voe Trousers,BotW_Desert_Voe_Trousers_Icon.png?version=df47f8dbd056533554f4741c4cd1da4f (https://v5.airtableusercontent.com/v1/18/18/1686708000000/rWqEh6VgZh0G9XsQE9hu0g/owy5hn4rfc20ryFfl_rVWFqP-I2d27eN6xohvwNGqynaktpud2QxBOS6ANaVtObmFWj7jCFmEew5hyBo8QkyeHoX-LOBPFEdT4fTp0A-MYoBjIW0VzklffirXPYB-9Ax/6AishS5C9TFmqoXfvl1zhCm6w7LKPtgbE-3q4cnFBZI),Armor,Leg,,,,,,3,5,8,12,20,Heat Resist,"Gerudo-made trousers for men sold rarely by Gerudo retailers. Sapphire is used in their creation, which harnesses the power of ice to make the heat more tolerable.",165,Shock Resist,White Chuchu Jelly x3,"White Chuchu Jelly x5, Ice keese Wing x3","Ice Keese Wing x8, Icy Lizalfos Tail x3 ","Icy Lizalfos Tail x10, Sapphire x5","White Chuchu Jelly,Ice Keese Wing,Lizalfos Tail,Sapphire",GSC or Tarrey Town,
Fierce Deity Boots,BotW_Fierce_Deity_Boots.png?version=30464356f8ef5ea1fb00cbe4953dd320 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/WKz4fuHOwR15cAZv0GU3Hg/hCyewSCuZi-s4U11khh55MKt57mFLqDE6OdNh4FjrjUCCTc-bE7pp718pgWlNQTPQnR4ZfKojBpRFFUAwOZ4q_SUdaWJxmPZ5ZFYFtCRyXa4cfgZQZJ4_1BhooH94MU_/4uPZ2o1wZjX-woz65IIqKNAdJ9onpeMYgusaUeFLJ-E),Armor,Leg,,,,,,3,5,8,12,20,Attack,"According to legend, these boots were once worn by a hero from a world in which the moon threatened to fall. Wearing them provides godlike power.",125,Charge Attack Stamina,"Hinox Toenail x5, Farosh's Scale x1","Hinox Tooth x5, Farosh's Claw x1","Hinox Guts x5, Shard of Farosh's Fang x1","Lynel Guts x5, Shard of Farosh's Horn  x1","Hinox Toenail,Naydra's Scale,Hinox Tooth,Naydra's Claw,Hinox Guts,Shard of Naydra's Fang,Lynel Guts,Shard of Naydra's Horn",Amiibo -,
Flamebreaker Boots,BotW_Flamebreaker_Boots_Icon.png?version=7b19515761f2c492a5fe46d0718d37e0 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/vZKQmEqxoFOHrA9y0ZeMgw/s4XIsJFq_53WK431IRjtWTTZe_iTuOA7cWQ-T_ZZGIEe3tJRszUE0FAws4G_l15XOUklKh7Edp0rvoF2PLvvk8sStjIZIxZMsQr34wWuqmVzzZAkwvgpwKnyPQIHL-lL/pyUfhaCPjE63DbIUoj0OodKAOakCSZxfykLM9IOJPRA),Armor,Leg,,,,,,3,5,8,12,20,Flame Guard,Goron artisans used flame-resistant rocks to craft these fireproof boots for curious Hylians visiting Goron City.,175,Fireproof,"Fireproof Lizard x1, Moblin Horn x2","Fireproof Lizard x3, Moblin Fang x4","Smotherwing Butterfly x3, Moblin Guts x3","Smotherwing Butterfly x5, Hinox Guts x2","Fireproof Lizard,Moblin Horn,Moblin Fang,Smotherwing Butterfly,Moblin Guts,Hinox Guts",Goron City,
Gerudo Sirwal,BotW_Gerudo_Sirwal_Icon.png?version=a2f09a473d73cead597eecedfe9004e6 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/1SyooM-7MGRxoDKEKbXluQ/0NMsMarVX9uH4IFlZf_4loOiiZUveEOzGtlGX0oO7aBY_GoS-7BnUnUix6fmg7APXXLuTTQDecwUj_fpbPa6GXnun73BacuH8wEFqpuzkgUmsSL7HFB_0rdsMmMt23u1/SXaPcejKABystVzrpiAvck2YEn1Pj6T70Uc7DKoSKao),Armor,Leg,,,,,,3,,,,,Gerudo Town Entry,"Gerudo favor this traditional sirwal. Its short length allows for ease of movement, and its subtle design is quite fashionable.",45,Heat Resist,,,,,,Tranny in Desert Oasis,
Hylian Trousers,BotW_Hylian_Trousers_Icon.png?version=d0bda340130c53637fc5c2e1c0b3b43a (https://v5.airtableusercontent.com/v1/18/18/1686708000000/N_XvIXVs87dLdkGhuc7cfA/J1_pdqGLiPC5YZS_MLogoHX5UkPrZXBKRtYrQDPvtVC0WX1VzedprLosjs94alBioBcJuw_431P_RcLpRxBk97bZbHRMHsh8QW5HDmnpYiBhi92jM0xpGo3TNfR7GC2S/YakgoR5tQfk5uaP4LUpGHEsPeHMoCzOq8_5JqXblDOg),Armor,Leg,,,,,,3,5,8,12,20,,"Traditional dress trousers of Hyrule. The plush fabric makes these trousers quite comfortable, and their high durability makes them ideal for travelers.",25,,Bokoblin Horn x5,"Bokoblin Horn x8, Bokoblin Fang x5","Bokoblin Fang x10, Bokoblin Guts x5","Bokoblin Guts x15, Amber x15","Bokoblin Horn,Bokoblin Fang,Bokoblin Guts,Amber",Hateno Village,
Phantom Greaves,BotW_Phantom_Greaves_Icon.png?version=4defa2384c453f66f46641ca20698888 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/wVx55bWOkxCGdqCKH-GCDQ/H5DrmsFV5jvyMRARlGnDwmd3dZjrFMT4cMPmtcRiuhb0qNgYSP8vqYFxZtUXc4pDc2Ib1UbN-e-URsP89Wmqw3JkNNpRNFCLHj5Fg_f16IjmA_cRF11Ct3uEFUN7-_Ee/Mu5SJXurxMC5ZFzwYNd5FnoXHIAu1s_lunPhA0XFNwI),Armor,Leg,,,,,,8,,,,,Attack,"Myths abound about armored phantoms that terrorized brave heroes. These greaves looks just like the ones they supposedly wore. If sold, this rare find can't be replaced.",,,,,,,,,
Radiant Tights,BotW_Radiant_Tights_Icon.png?version=4c198b8dfd8a2d7dcbd3fc922c59e189 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/TkVvUBxB_EDoFlh2M3zkKQ/PqLnQd3wgcHzYmF_aoMPFj2O1QnedArKba8B1AZE-vzy7KvN66MqwlaJO1yq0OJEMdUn9VQzkWGDLTaUt7FyvvmyPQWdTxO1tCp0BuRcf5fFYEmEDAWhye6qzKrxaIqX/f_O21lHrF8lQ7PYZRslLLo0XzaKyx2OlMgB2fR0R46s),Armor,Leg,,,,,,3,5,8,12,20,Stal Lure,"These tights are sold in the Gerudo Secret Club. They're painted with dye from crushed luminous stones, which gives them an eerie glow in the dark.",200,Disguise and Bone Attack,"Luminous Stone x5, Bokoblin Guts x3","Luminous Stone x8, Moblin Guts x3","Luminous Stone x10, Molduga Guts x2","Luminous Stone x20, Lynel Guts x1","Luminous Stone,Bokoblin Guts,Moblin Guts,Molduga Guts,Lynel Guts",Gerudo Secret Club,
Rubber Tights,BotW_Rubber_Tights_Icon.png?version=3d61ff515f246533dbaa8caf5398943f (https://v5.airtableusercontent.com/v1/18/18/1686708000000/Jfs1OYp80xZ7pRuC-ponWQ/_80OztQlKgrVFNJATbDQR7l2lHeH1K_AuH-dEUWcVcV9PFdqrMKMO_f_kPzjUINC1-kx7BJczN7p10H0IHMEShK71Lseld7icV2KWlY78LH1VHq78_HSJksdKrqvGmDp/qTokKZw_Ll4CyRUjbSkbIZz9QlSyDRlNWH713SwVBZ4),Armor,Leg,,,,,,3,5,8,12,20,Shock Resist,"These invaluable tights are resistant to electricity. They're made with something called ""rubber,"" an ancient technology that no longer exists in this modern age.",600,Unshockable,Yellow Chuchu Jelly x3,"Yellow Chuchu Jelly x5, Voltfruit x5","Zapshroom x5, Yellow Lizalfos Tail x5","Yellow Lizalfos Tail x10, Topaz x10","Yellow Chuchu Jelly,Voltfruit,Zapshroom,Yellow Lizalfos Tail,Topaz",Shrine - Qukah Nata,
Sand Boots,BotW_Sand_Boots_Icon.png?version=00f14ba50c0ada7e82a6c4c9b53fecee (https://v5.airtableusercontent.com/v1/18/18/1686708000000/ZASvuFkzRCp1nQjugmz5ag/a00yBuyb20aod8Ff0QtqLolSJWx2jW00Uqp-H8qYQ45Uk2YWXDXVEAU0Iu7lHOEUgQzBywgsscgiit-IXA9OTYgcu6fIys97-ytjHweG6v34muVj71L7FMz_3Ke3EYJ-/2DFITrKIYMyOCzBdGfioP74AiFHqV6XXVkDZTXtZtEw),Armor,Leg,,,,,,3,5,8,12,20,Sand Speed,Gerudo artisans modified these boots for life in the desert. The special soles distribute your body weight evenly so you can maintain your normal movement speed on sand.,200,,"Molduga Fin x5, Hightail Lizard x10","Molduga Fin x10, Swift Carrot x10","Molduga Guts x3, Rushroom x15","Molduga Guts x5, Swift Violet x15","Molduga Fin,Hightail Lizard,Swift Carrot,Molduga Guts,Rushroom,Swift Violet",Quest - The Eight Heroine,
Snow Boots,BotW_Snow_Boots_Icon.png?version=c6035aa617418c66e2cbcfe009c47ecb (https://v5.airtableusercontent.com/v1/18/18/1686708000000/IG1tTFvx6lIugVXzEO37nQ/UuF2moXBvf0tYRE7BX6Qf7chKGlTklgNcgV95xECCkoJwN_7M95jjPflh7KXPBz3yW7OUfCdol_hn0fQ3pQ4YYpKamX6V7WCjHtgaqUiU1yUTsp0R-yAIOElxjEvB-Wo/MyFyYC0mtHi-5r8HFW1TNci0wZiHnxPtkOilOuItHm8),Armor,Leg,,,,,,3,5,8,12,20,Snow Speed,Bozai was kind enough to lend you these boots. They evenly distribute your body weight so you can maintain your normal walking speed over deep snow.,200,,"Octorok Tentacle x5, Hightail Lizard x10","Octo Balloon x5, Swift Carrot x10","Octorok Eyeball x5, Rushroom x15","Naydra's Scale x5, Swift Violet x15","Octorok Tentacle,Hightail Lizard,Octo Balloon,Swift Carrot,Octorok Eyeball,Rushroom,Naydra's Scale,Swift Violet",Quest - The Forgotten Sword,
Snowquill Trousers,BotW_Snowquill_Trousers_Icon.png?version=28f29c8b019e9b21c4392030e47de6d8 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/m5onwNs68Uacbs24cUzEuw/j9pnq6Qo-bMsL6IF579E7Bcf-ua58nUZD8Wo4SgVDoZ5e79Os7mT4W86yd6qIUtbZ7QsgHgIFsDYHWZ9xatsL6rl8ELtc2N54wGB5Qm-xFAPiuUt8ss6yjquuKoAakmt/j1WYY6q43M26GRnivf-yUJA2x70AqdDbYojdM-V8JP4),Armor,Leg,,,,,,3,5,8,12,20,Cold Resist,"The Rito sell these trousers to Hylians in Rito Village. The inside is lined with Rito feathers, so they excel at retaining body heat.",140,Unfreezable,Red Chuchu Jelly x3,"Red Chuchu Jelly x5, Warm Saffina x3","Fire Keese Wing x8, Sunshroom x5","Red Lizalfos Tail x10, Ruby x5","Red Chuchu Jelly,Warm Safflina,Fire Keese Wing,Sunshroom,Red Lizalfos Tail,Ruby",Rito Village,
Soldier's Greaves,BotW_Soldier%27s_Greaves_Icon.png?version=8ffe1eeb0735a00e1ca33aa69f078af6 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/Uy6bSXAYEiKrQdkd7kMZeg/iss5fduv9F0Rn3ZPNxWeicJU_1ppXQftRraMmE2VK8yPs1tBhsvKAxbzHO64-KbMsb2q3SJ5_N1QMJCUVWVaOgghs4Nt4pGQGBmKYQGiRdT3Db1C_i_xt2jhWbJjt4Dn/gMAGP0VLcZKMeI0idjgWeXtJYQqHsL-3hHUxqufQPac),Armor,Leg,,,,,,4,7,12,18,28,,"Hyrulean guards favored these greaves. They owe their distinctly high defense to the metal plates they're made from, but the added weight takes some getting used to.",65,,"Chuchu Jelly x5, Bokoblin Guts x3","Keese Wing x3, Moblin Guts x3","Lizalfos Tail x3, Hinox Guts x1","Lynel Hoof x2, Lynel Guts x2","Chuchu Jelly,Bokoblin Guts,Keese Wing,Moblin Guts,Lizalfos Tail,Hinox Guts,Lynel Hoof,Lynel Guts",Hateno Village,
Stealth Tights,BotW_Stealth_Tights_Icon.png?version=a6edd8f54df9eaf5526819de2eb57f5b (https://v5.airtableusercontent.com/v1/18/18/1686708000000/fH8WSQ8b3GR0vLBvCiz1AQ/JJ4by2fO8d7CBOjHakJGjHKHq4tbaAjiIm5T_jzjBBtz8nvxAn0RMrqjX_EWuWBmk4jQ0lqsrc0AwSkhRsHLVyvMUOCDgT1sd86l8BfI8v05zIZ8e4YQqQYir4qFahg6/p9OvqyDgkCmP_IF12O65CtL9vqsdJp7TOlorBPW8ih8),Armor,Leg,,,,,,2,4,6,9,16,Stealth,"Members of the Sheikah tribe wear these tights when they need to move stealthily. They're made from noise-suppressing cloth, a hallmark of ancient Sheikah technology.",150,Night Speed,Blue Nightshade x3,"Blue Nightshade x5, Sunset Firefly x5","Silent Shroom x8, Sneaky River Snail x5","Stealthfin Trout x10, Silent Princess x5","Blue Nightshade,Sunset Firefly,Silent Shroom,Sneaky River Snail,Stealthfin Trout,Silent Princess",Kakariko Village,
Tingle's Tights,BotW_Tingle%27s_Tights_Icon.png?version=4f88b7454cf252b52e8b898c1900b6e3 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/utYR7awAS0d95VIHpoBK8g/xnWO1eUtjw92mQop_TWmyU63rt9BrrWhzKk9r2zXhi_5ZNFE2VEQk_BLx41IYTtZWebSZwb1kQCTncntar8-JLe7aTlZ_oEQCQGU4xEx-HykFA7aeRqcaxqEr_AueSco/p7NOPzrfuQ48yKseunOZhqwiLCSEcGJKjr8B48nstiE),Armor,Leg,,,,,,2,,,,,,"There was once a man who claimed to be the very reincarnation of a fairy. He tresured these tights, and so will you. Kooloo-Limpah! If sold, this rare find can't be replaced.",,,,,,,,,
Trousers of the Hero,BotW_Trousers_of_the_Hero_Icon.png?version=7ca579c9ae8d1b747bcbdc60ea959b2a (https://v5.airtableusercontent.com/v1/18/18/1686708000000/IXoHR9eiq0e0EY2J-rL8fw/0kOAt1kOFeNl-f8c0NJbXZ5c5i_MX6x6GKAQ16_OhHMcSfWkXJiOcVVhXQVTAUECb5ssRiH_fh8JjPlkAj8CVHvT9ldTd5UFWYKqnkd3aRswLYQHN0V9r_gXTXwAcL6VaT_O9dlT6__MpVuTn-OZPg/dDkan5LoWvlpaf-CW8AQBvRpAR2GKOUPtbQyA_ZTSSY),Armor,Leg,,,,,,3,5,8,12,20,,"Legends say these trousers were favored by a hero from an ancient age. Their simple design is a rare aesthetic these days, but there's something classic about them.",125,Master Sword Beam,"Ruby x1, Star Fragment x1","Ruby x3, Star Fragment x2","Ruby x5, Star Fragment x3","Ruby x10, Star Fragment x4","Star Fragment,Ruby",Amiibo - 8-bit Link,
Trousers of Time,BotW_Trousers_of_Time_Icon.png?version=71486942be6e9d3fffa1f1562d1f521e (https://v5.airtableusercontent.com/v1/18/18/1686708000000/0ebfSJbLv4FuYboPKaD5bg/bLk-4KfAFPBuP8X2z6miJkL0TeAXl2WPjcxigKdGn0J0C7e_IHhWD0KUNPuxY4NweuMPWRMZgsdb32JHQbuOQ2_6DVqqO35wAh0SrB-GyIRjo8qDQuJIuEzLa3AKC3ro/dPGitet8wxkWgEtUMKt5Q6ZwOwmotoHxeS1K-nqDcNw),Armor,Leg,,,,,,3,5,8,12,20,,Legends say these trousers were once worn by a hero who traveled through time. They were originally made by people who made their home in the forest.,125,Master Sword Beam,"Amber x3, Star Fragment x1","Amber x5, Star Fragment x2","Amber x15, Star Fragment x3","Amber x30, Star Fragment x4","Star Fragment,Amber",Amiibo - Ocarina of Time,
Trousers of Twilight,BotW_Trousers_of_Twilight_Icon.png?version=b826f25bdf1c566bb0cae45165b0d520 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/awh9MVOzU9pBNH4MZoxGDw/iuN3JezCwIYWHQSZE169jXwT0iTe6Rbw9wmxBt16W_9yNZN9tvaiOx4I4XnoOTn_ZfPOWiNUBpgpUVC1WHeAAvkaUM47OgPneHnoczC3skqI8sCdyOe0_WlArR_9LbTldIBKkVcvMw4nqqh4hqc9SA/OazEZ_YZNMBvE5DzHwmuCyWPTsT9Z0dzZ_yIhfnj1OI),Armor,Leg,,,,,,3,5,8,12,20,,Legends say these trousers were once worn by a hero who battled the beasts of twilight. The insides are lined with cozy wolf fur.,125,Master Sword Beam,"Topaz x3, Star Fragment x1","Topaz x5, Star Fragment x2","Topaz x15, Star Fragment x3","Topaz x30, Star Fragment x4","Star Fragment,Topaz",Amiibo - SSB Link,
Trousers of the Wild,BotW_Trousers_of_the_Wild_Icon.png?version=f2a8bf7bf245fbf94a26182e25506524 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/AgMAAvJwyo_Rdc_m06LLpQ/BGSuMYJTz9XwgmZzcE9DWEv25Sn5rI0oZmYqF39TMQkxSt--0zX_cdTnLoFVMX1YsdKIBOqYoowBFHUSK_K5Fy5iGzmVD8wQDgF5xfGmBGr5dmEVMS3ctAqx0yTx4trROdKJj2JpTFRwXm-mCRX0lg/mHUpJ7WvA9JdsFIEwvhAptEiTnOxq0OkJ6cDI4BUang),Armor,Leg,,,,,,4,7,12,18,28,,"Legends says these pants were tailored for a hero who travels the wilderness. Strangely enough, they're the most comfortable pair of pants you've ever worn.",125,Master Sword Beam,"Acorn x10, Farosh's Scale x2","Courser Bee Honey x5, Farosh's Claw x2","Energetic Rhino Beetle x5, Farosh's Fang x2","Star Fragment x1, Farosh's Horn x2","Star Fragment,Acorn,Farosh's Scale,Courser Bee Honey,Farosh's Claw,Bladed Rhino Beetle,Energetic Rhino Beetle,Shard of Farosh's Horn,Shard of Farosh's Fang",Find all 120 Shrines,
Trousers of the Wind,BotW_Trousers_of_the_Wind_Icon.png?version=dd8f5c79ac0814d1a7c1174ea04368fc (https://v5.airtableusercontent.com/v1/18/18/1686708000000/avqiRBrkLopW70E-I1DX9g/Pm5i_xaMQaqUN9XOwrt_dhyUJk3mF7E45xO1EhuWLA89KBlSqdERwalPG9-6-z4NJKrRLDazJpdz0AFrrnAMbjd9OAccPhzKpmJSmFDVfj4uCM3GKyzF0CYnbGMlzHrRJR8eX4pRjJpS1JuTzGZaaQ/v_n5khNPtE27iRFJGhTXiqvKz0IteYpNkKdIEGg2cZg),Armor,Leg,,,,,,3,5,8,12,20,,"Legends say these trousers were cherished by a hero who sailed the Great Sea. They're water-resistant, naturally.",125,Master Sword Beam,"Opal x3, Star Fragment x1","Opal x5, Star Fragment x3","Opal x15, Star Fragment x3","Opal x30, Star Fragment x4","Star Fragment,Opal",Amiibo - Toon/WW Link,
Trousers of the Sky,BotW_Trousers_of_the_Sky_Icon.png?version=addbadc3da33bf7502c6b314a83a5f40 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/EhEX7EJGwr8jeY6SV_dAVg/ol8YA8MnRBLnLTNHR4T8ifxcaP6WPHMUixH75Evkx2dUqiq92WkhTvQVz3KoRz_ofaghoxt2-c1GKyQGArXGRkaFakW9AbaBoMM6VdOPDOzJKMzQbYeUo_Qwv1mo7gat/U0sjmwTlQLpc4zpRTaBloisazz_wxBWupLrdRmDKdo0),Armor,Leg,,,,,,3,5,8,12,20,,Legends say these trousers were once worn by a hero who appeared from the sky riding a mighty bird. It was the official garb of a certain order of knights.,125,Master Sword Beam,"Sapphire x1, Star Fragment x1","Sapphire x3, Star Fragment x2","Sapphire x5, Star Fragment x3","Sapphire x10, Star Fragment x4","Star Fragment,Sapphire",Amiibo -,
Well-Worn Trousers,BotW_Well-Worn_Trousers_Icon.png?version=3b33fa3a6475370ce140842a20f8f1f6 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/D5KmILozzGkO-s2zWTsLcg/yyWwIe1Yc52bK7VvONEP85DP-za-PqY_hEiak8lY0b4Xgth5qR3K6itq0_7qxCROYET3jIbuD6Lj_DfHIKM8hiGaD_6ZTHJ368vHbCXXx4a73m18-RyjbhsyjB6srEdL/VHJlBR4sw-nXgOgg-fx3iw3sGIAovSLnnMeB-5ktlTU),Armor,Leg,,,,,,1,,,,,,"These old trousers are threadbare in spots, but they're surprisingly comfortable. The legs are a bit too short, though.",15,,,,,,,Shrine - Resurrection,
Zora Greaves,BotW_Zora_Greaves_Icon.png?version=fb41df0ad8e3832d3534f48a968a2729 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/OtwrKsvNAC2OXp9NgUfeRw/bU3kIDLwZAm96lvWg3BpllXmSA6QQmz4GhxPiMNjlXIzgxo6ex7ilUtHhSqQ2__9JBx4FU8AeKG6m9PyQ83WVP_1D6Rxo1pHoRppVZU29O47Ot0HKp-ZPH71Fmm_uvKW/NFwKDEezCGWAxppYxmb2nG1wR3ew8PP0VfvCqXAOQ1s),Armor,Leg,,,,,,3,5,8,12,20,Swim Speed,These greaves have been passed down among the Zora for generations. It's been said they're crafted using dragon scales. Equip them to swim faster.,,Swim Dash Stamina,Lizalfos Horn x3,"Lizalfos Talon x5, Hyrule Bass x5","Lizalfos Tail x3, Hearty Bass x5","Lizalfos Tail x10, Opal x15","Lizalfos Horn,Lizalfos Talon,Hyrule Bass,Lizalfos Tail,Hearty Bass,Opal",Chest in Toto Lake,
